Image,Label
10954,6 9
23519,4 6
29598,3
16133,1 4
12744,0 6
10285,7
21944,6
7302,6
27817,6
16885,9
26612,0 4 6
3735,4 6
6366,6
2534,6
8649,4 6
10446,5
13401,1
29926,1 3 4
26067,6
3687,1 3
14227,3
23802,4 8
6577,3 4
23732,3
7139,4
18958,9
5790,0
1225,4
21207,7
21708,2 4 6
19511,0 4
27348,4
15992,1
7619,4 7
25720,4 7
23899,4 6
177,9
11851,6
27751,0 4
24371,4 6
4923,4 6
18751,2 4
16661,3 7
26205,0
7137,3
24613,4
3710,4 6
13636,1
27472,9
19497,1
29822,1 4
20187,4 7
165,9
5934,4
14400,7
16729,6
25009,4
12014,1
16006,1
8232,4 6
16039,6
9915,4 6 7
20032,2 4
27009,6 8
17467,0
20525,7
1293,9
11306,3
20218,6
17157,3
6840,6 9
1296,3
19354,1
19723,6
1784,4
11155,4
29990,4
12803,7
29677,3
1093,4
28172,4 6
15306,2
23045,4
1405,9
18545,4 6
12618,7
554,3 9
21247,7
3914,2 4
30497,3 4 6
27461,6
28091,6
21166,4 6
27844,2 4 6
28941,1
18597,6
14928,2
13216,3 4
29907,2
23745,7
30399,3 4
19693,9
28396,2 4
9722,4 6
14288,0 4
29399,4
20288,4 6 7
389,1 6
26755,2
13983,0 4
29378,4 6
14216,1
9052,6
23322,3 4 6
14315,2 3 4
10058,8
16341,4 5
3003,4
12222,7
27620,4
26639,0
3795,2
28347,4 8
2493,4 7
7404,3
28564,5 6
30558,0 2
4566,3 4
3184,5
10054,0
8207,0 4 7
20826,4
2482,4 6
650,4 7
25707,4
14555,6 7
11187,4 7
6183,1
29323,2 4
15370,1 6 8
17501,1 4 6
7660,4
5121,0
6143,4
9503,3
1081,6
7792,6
27101,4
14936,4
24546,2 4 6
6206,3
11401,4 7
3714,7
15817,1
24762,6
26306,2
25100,5
13346,0 4
30122,4
9724,4 7
29062,3
12274,2
17092,2
30715,3
3685,7
9832,4
23370,1 7
11486,9
18219,0
13501,3 4 6
25681,4 8
1557,7 8
24928,2 4
4086,0 6
20465,4
9430,0 9
22226,6 7
9227,0 2
18537,6
26949,4 6
21045,3
9230,4 6 7
27725,4 6
3674,2 4
7680,4 7
21225,4
5191,2
7587,4 6
27869,2
19451,7
30513,9
10653,4
19054,4
22335,4 6
17705,4 8
11065,0
16231,4 6
9507,6 9
15256,4
21879,4 6
22562,0
25024,1 4
5814,3 4 6
26773,2 4 6 7
25946,2 4 6
2007,0
3879,2 6
1314,2 4
16125,7
29474,3 6
22965,0
15232,4 6
26817,6 9
27271,0
9548,4 6
11352,4
10630,4 7
16708,6
16197,4
15880,1
10401,1 4
26569,8
28357,3 6
17074,0 2
4308,1 4
28076,6
17770,0 4
20768,4 6
2964,6
12435,1 4 7
23584,4 6
17802,2 6 7
12717,4 6
7422,4
6535,3
20338,0
7728,7
3971,9
27700,2 4
16860,4
15540,0
17794,4 8
20682,9
27687,6
16641,4 5
26690,4
16096,1
25084,4
18011,1 4 6
28075,4 7
26576,4
19146,6
13691,2
20446,2 4 6
21457,2 4 6
5392,0 4
26805,4 6
14079,6
2422,2 4
12678,4 7
13689,9
2084,4
15117,6
17866,4 7
16950,4
10860,3
22119,1 4
6943,1
10000,4
15247,6
13602,4
7326,8
18839,3 9
693,3 4
16647,0
4280,2
17832,0
1725,1 6
14020,4 6
21218,9
6953,2
2234,4
17950,7
9069,4 6
23532,9
8992,2 4
257,3 4
28465,6
19633,9
22842,6 7
10143,2 4 6
21714,4 6 7
24269,0
21053,1 6
20805,2 6
9460,7
27668,2
27042,3
8423,3 4
1275,4
12324,6 9
9536,2
30034,6 7
17177,3
19030,3 4
30242,0 6
30472,4 5
30510,6
25932,4
27424,1 3
10822,2 3
5925,2 4
13753,4
6926,5
14469,4 6
25441,7 8
6416,1
10496,3
17874,4 6
660,4
7923,3
17793,4 6
14455,6
4173,2 4
26832,3
26937,1
346,4 7
23764,3
19334,8
8558,0 4
14514,6
23142,4 6
28576,5
19695,0 4 6
3149,3
8980,4
30692,1
8833,2 6
3578,7
21804,4 6
22978,4
25751,7
11287,9
23311,0 9
8634,4
17779,4 6
26671,6 9
1233,6
24119,4
24178,4 7 9
6134,1
24070,0 2
13596,3 4
6664,2 4
22590,2 4
240,2
8108,2 3 4
10037,1 2 6
6808,4
21451,9
30411,4
1872,9
13162,0 4
3216,1 6
14392,8
2124,5
19571,6
11318,4
18312,5
25554,2 4
10092,4 6
29416,3 6
24389,0
2096,4 6
15358,2
25298,1
9079,7
28757,4
24645,7
22177,2 6
5693,4
28186,4 6
19531,2
12189,1
16202,4 6
28534,5
4935,3 7
20197,6
30475,4 6
9236,4 6
6502,4 6
25831,2 4
21858,4
2417,6 7
20453,7
1839,4
21643,4
10382,8
22973,4 6
26218,4 7
6703,1 2 6
3232,4
21901,4
7707,4
24166,4 7
12171,5
13880,6
2987,9
21778,4
11924,6 7
8156,4
27571,0
19251,4
30804,9
2882,3
6580,6
15807,2 6
27185,1 4 6
18984,4
5467,0
26650,4 7
25199,2 4 6
9520,1
28024,4 6
28663,4 5
16122,3 7
6672,9
10015,4 6
8101,8
29905,4
7622,2 4
18712,4 6
26169,3
8305,2 4
27279,2 7
5887,3
12403,4 6
22167,9
18954,5
7991,4 6
25448,4
22264,3 4 6
10059,5
26214,3
2484,0
3797,3
20863,1 7
19403,5
24348,4 6 7
26286,1 3 4
23722,4 6
23724,4
20762,4
21677,1 4
27439,6 9
11179,0 4
2797,4 7
20681,3 4
3264,0 2 7
17796,3
5898,4 5
25194,4
6854,4 5 6
30949,2 4 6
19651,0 2
23528,4 8
16239,9
31048,6
24122,8
2749,3 4
17865,0
15011,4
12221,4
439,2 4
12632,4 7
10367,2 3 4
16071,2 4
11242,0
9319,4
28671,4 6
757,1
22003,2
17790,9
16767,1
24124,0
27705,0
1799,6
4732,4
9596,1
26419,3
13554,6
10063,6
30038,3
20680,7
7858,3
16762,6
1112,3
10228,3
25951,1 7
14233,7 8
11949,6
25538,6
7050,4 9
29558,4 6
20873,0
23886,9
18916,4
19520,4 8
13862,3 4
4988,1 7
16014,3
4766,7
22657,2 6
18195,2 3 4 7
16259,7
7896,2 4
26492,2 4
29510,5
12605,7
3402,0
17747,2
18723,9
13717,0
2500,2 4
10647,4
4121,3 4
4192,4 6
27846,3
13681,4 6
1132,0
10349,0
11652,6
14559,2 4
4036,4 6
17663,6
6358,3 6
3189,4 6
15993,2 4 6
24676,7
28636,4 6
23782,3 4
16855,3
24708,4
18826,3
8845,1
28549,7
20874,4 5
13589,0
25234,3 4
3211,0 3
7702,4
30113,4
4504,4
20845,1 4
9018,5 6
4147,5
1188,7
13852,2 6
28499,4
19379,6 7
11560,4 6
17410,0
28032,0
3017,6
8145,0
18974,4
19616,8
2730,6
26694,6
8357,0 4 6
13317,4 7
31068,0
21222,3
14916,7
12352,6
30639,4 7
17294,1 4
24341,3 6
19120,4 6 7
15049,7
19717,5
20634,4
24087,4 6
19673,7
23275,4 7
2058,2 4
8026,6 8
27057,6
30976,6
21433,3
11050,6
30108,4 8
2859,4 8
9345,9
5513,4 6
28230,0
10582,2 4
5904,5
17769,4
6111,1
21126,6
14913,0
16004,4
23768,6
11346,2 6
15335,6
27513,6 9
29588,4 6
14846,2
9816,0 4
6148,0
20374,5 6
19715,7
27189,5 6
19808,6 7
19735,4 5
13064,3
21352,2 4
28187,2 4
19109,6
14572,4 8
13392,3 6
5286,2 3 4
14596,2
21581,4 6
18727,0
20945,4 6 7
11389,4
27066,9
10997,4 6
8508,4
5623,8
15363,4 6
27651,9
29950,0 2
25824,4
1773,4 7
2725,6
20113,2 4
3824,4 7
15133,7
27676,4 7
20858,0
21308,5
3667,1
29414,4
9334,4
4630,6 9
30420,4 7
19132,1
24734,4
22880,6
24228,9
10137,4
5336,0 4
21704,4 6
22443,2 4
29517,6
22705,6
7134,4 6
7073,2 4
5492,6
10956,1 4
1147,2 3 4 7
28644,3
24522,6
30555,3 4 6
10628,6 7
4581,3
1884,4
19555,3 4
682,5
6444,5 6
21682,3 4 6
23689,4 6 9
27880,9
9960,4
5700,6 9
6863,3
19255,9
11828,3 6
7868,9
21904,4
15600,4
11493,5 6
13617,3 4 6
20082,1 4 6
25052,4 6 7
15752,2 4
18331,4
26923,0
24108,6
20666,0 6
19582,6
12142,4
7847,7
16297,6 7
26704,7 9
4195,3
29402,4 6
380,3
10840,3
27932,4 6
10677,8
11519,4 6
15071,3
12511,4
28641,9
15965,6
19114,2
26381,8
17231,4 7
20348,3 4 7
12304,1 4
27661,5 6
28177,9
26723,6 9
15150,4 6
17276,4
7703,0
27241,5
7185,2 4 6
30094,7
7806,2
15099,3
9974,6
5977,4 6
13127,8
21994,6
12617,4 6
7976,3 4 6 7
18370,1 6
24662,4 6
15527,3 4 6
9458,2 4
27109,8
7567,7
10499,2
31000,1
30829,4 6
9462,4 7
3628,0
14336,0
26126,6
13381,3
18225,1
25123,3
19265,2
12133,3 4
23759,2 4
15934,2
10881,4
16223,6
21623,2 4
6169,3 4
27522,4 8
3086,1
17645,4 6 7
11395,4 6
30210,1
5635,0
29002,4 6
2692,6
24586,3
7144,4
5150,6
22748,6 9
23590,4 7
10277,0
13077,2 4
18921,4 5
20697,9
15398,2 4
28627,8
10183,0
20923,4 6
1432,2
14173,6 8
8593,4
14108,6 7
657,3 4
11969,6
26423,8
1458,9
22788,4 5
16995,6
24314,4
18153,7
5629,4
4272,3 4
18613,8
12037,3
18465,4
2013,2
16303,0 4
18769,4
20538,8
4639,4 5
11930,5
1189,4 6 7
11173,4 7
19892,0
11659,4
24614,6
26447,3
28165,4
20582,3
4626,4 5
13960,6
14453,4 6
22379,4
30343,2 4
13921,6 8
9193,4 6
14550,1
4391,4
542,2 4
26353,5
15950,2 4 6 7
8194,6
12594,4
30821,0
4633,0 6
15645,4
2539,4
16498,2
24828,4 6
23546,0 4
20376,2 4 6
14728,6
1385,6 7 9
14963,4 6
16388,0
5202,7
27376,7
29359,0
9860,2
8725,6 8
8715,6
9750,4 6
22202,0 4
6156,4
10030,9
4726,1 6
6323,7 9
14503,6 7
9992,6
4088,4 6 7
25496,9
18279,0
15132,4
4812,6
2867,0 4
13049,6
775,4 6
26256,7
26117,7
9846,4
7708,1
5810,7
19881,4 6
11513,4 5
12166,5
17628,4
10977,2 6
22251,4 6
8125,4 6
2571,0 6
14763,4 6
14347,3 4
26072,5
29589,2 7
25482,7
11310,1
26823,4 7
15267,6
28801,0 4
22410,6
21947,6
18606,3 5
15271,4 8
27827,0
1963,6
29317,1 4
26462,4 6
431,2 6 7
5163,6 8
21531,3 6
18525,0
5704,2
14869,4 7
13109,4 6
4057,6
4353,4 6 7
19565,4
22997,4 7
18329,1 6
3770,6 8
30527,3 4
27634,9
18314,6
12321,6
24455,4
28694,4 6
7884,4 7
24340,1
17052,6
14132,0
9420,4 7
26458,4
3841,1 6
15679,2
4484,4
26001,2 4 6
12454,1
26352,9
1933,4 6
16189,5 7
20806,1 4 6
19003,8 9
1579,6 9
3830,0
27051,1
12103,9
3483,0 4
24347,4
13518,4
15745,1 4
10517,0 4 7
5551,2 4
6662,6
20155,9
25376,4
9899,6
1821,6
16646,9
16358,4 6
10284,6
18134,2
6671,8
13137,3
4557,2 4
11325,6
12122,2 3 4
25459,4
24668,0 2
4598,4
14800,3 4
1585,3 6 7
5171,3
12783,6
25997,4
5486,3
18425,0 4
22334,6
9367,0
22099,7
18996,1 7
20176,0
14280,6
24589,0
25634,1
20454,3
5847,2 4
18072,4
30081,4
2768,6
12306,2 4
15236,7
564,3 4 6 7
4725,3
27779,4 6
25430,4 7
26301,0 4
23727,4 7
26695,6
29229,5
11431,1
14992,8
1683,0 6
27745,3 4
10661,4 6
11008,4 5 6
5152,0 4
11282,2 4 6
23879,4
22763,0 4
10705,4
9203,4 6
8495,1 4
2385,7
18844,6 8
28229,3 4 6
27327,4 6
22989,3
9471,0 4 6
8262,0
26519,4
11764,4
25244,4
12581,4
27264,6
5679,4
27193,0
9062,9
22257,5
16747,2
24719,4 6
19076,6 7
6770,3 4
11102,3 6
25214,2 4
30920,6
18184,7
6421,8
11739,4 7
19969,1 6
10478,4 8
26254,4 6
17919,6
17258,4 5
13187,4
18889,2
4453,4 6
3420,4 6
19037,3 4
26691,4
2590,6
12593,4 6
26630,6
20385,2 4
23507,4 6
23709,2
14640,3 4 6
4259,4
22560,0 4
27919,4 6
5855,4
26488,2
3912,2 3 4
21349,0
5723,6 7
4991,3
29554,6
19458,2 3
30597,2 6
3071,4
18417,6 8
28150,3 6
2015,5
5951,4
10197,7
15921,3
26997,1
22676,0
30178,3 4
4558,2 4
6087,2 4
9819,4 6
15955,0
26403,6
19809,4 6
14404,2 4
26030,2
1241,4
5655,1
30465,3
14339,6
15137,3 4 8
30674,1 4 7
12765,2
12057,6
8511,4 8
19333,0 4
4740,6
13456,6
2094,2 4 6
5722,7 9
25953,4 7
22947,4 6
19875,1 6
7878,0
28071,0
22078,0 4
2181,7
21269,2 4
377,6
2320,6
3454,6
29016,2 4
31064,4 5
4536,7
26993,2
28286,4
11030,4 6
1358,2
29977,4
14414,7
28593,4 6
1126,6
12650,3 4 6
8198,6 7
29032,6
3726,0 9
23579,2 4
28967,1 4
28650,3 4
21306,4
10656,6 7
3565,6
30403,6 8
14379,4 6
18819,2
9663,4
12703,7
2799,4
2446,0 2 4
18114,5
7963,6 7
11171,4 6
21463,3 4
14258,4
14776,5
9475,7
21086,4
9325,9
27897,6
25977,4
6393,6
9093,4
24560,6 7
30659,0
24634,0
2405,2
25196,2 4
14483,4
28839,3 6
3929,1
11709,0 4 8
26320,0
2389,4 7
21150,8
25375,0
6738,1 4 6
30734,7 9
10919,4
3802,3
7017,1
25230,3 4
11804,6
15156,4 6
20911,0
18221,0
4613,0
25797,2 6
30905,3 4
21949,7
12137,1
8188,4
1127,8
26842,4
2262,1
23521,0
16779,4
12529,9
20922,2 3
30649,9
4774,4 6
26336,8
6047,2 6
455,1
8724,2 4 6
22884,2 4 6
27341,0 1
30139,4 7
18998,4 5
6268,1 4
1600,5 6
27740,1 6
14459,4 9
13631,6
28825,6 7 9
16684,2
9149,4
10328,3 6
21816,1
10903,4 6
20468,2 4
15193,2 4
427,4
10489,5
18311,4
30903,9
31038,4 8
6274,6
9036,7 9
20181,3 4
7057,3 4 6
7105,4 7
26365,1
2290,6
2498,5
28254,4
12911,4 6 7
12373,1
26851,1
12401,4 6
16157,4
9160,6
10138,2 4 6
4974,4 6
28449,0
12330,4 6
12975,3
20177,4 6
30756,4 6
560,2 4
16001,8
2732,1
9027,0
20131,9
12609,5
14221,3
27615,4
22377,7
16318,4
3544,4 7 8
23061,4 5
9442,8
27534,6
7886,7
5963,1 6
9151,2 3
12848,6
28502,0 4
21692,2
20883,9
1461,2 6
25631,3
28051,1 4
2334,4 6
14410,5
4374,0
26867,0
11186,4 7
20902,2 4
21169,4 6
5379,3
13129,0
12,4 6
9991,0
16842,4
30071,1 7
4208,0
9979,9
5283,6 7
18609,6
9450,0
28161,6
17667,4 7
30912,5
18027,2 4
11288,4 8
558,2 4
26004,1
17843,4 6
14712,4
7202,4 7
2637,6
26854,9
22096,4 7
15616,7
25419,4
29223,2 4
18242,2 4 7
19493,2
28219,2 4
3546,6
15920,4
15163,4 6
4645,6
19454,6
20112,1 4
8547,4
21418,4 8
4681,0 4
28245,0 4
10018,6 7
20205,4
20838,1 6
8778,7
20756,6
8095,9
6948,0
29241,5 6
29656,4 6 7
2695,4 7
25982,0
5795,3 4
10031,0 4
20932,4 6
27573,4
5454,6
15666,0
26106,4 8
28278,1
28041,4 5 6
27772,1
21039,1 6
20804,7 8
24690,0
3855,6
22638,6 7
5933,4 6
21179,3
3,5
9913,4 7
2021,3
17429,8
11218,1
3776,4
16567,4
807,3
21397,3
26092,6 7
30969,4
8934,2 4
3856,9
4873,2
16425,2 4
9866,4 7
12517,2 4
17805,6
10134,4 6 7
1166,1
3111,9
18060,0
15780,1 4
5559,8
24716,9
7370,2 4
16858,4 8
5576,0
9199,1 4
17741,2 4 6
3049,1
15873,4
18054,4 6
23573,4 6
7737,2 4
1170,1
24845,4 6
12257,1
28303,9
2420,4 6
15530,5
15210,5 6
26241,2
538,6
21385,4
19015,0
8889,3 6
27892,4 5
10800,2 4
2294,0
15917,7
213,2 4 6
11298,9
15125,2 4
28459,3
26435,4 9
2833,3
11871,2
10606,4
16601,1 7
11572,6 7
26938,4 6 7
19588,2 4
16524,4
24617,4
4828,4 6
16190,3
30575,3
17541,4
28985,6 7
16710,6
21248,3 4
22595,0
10417,4 8
24283,7
29253,6
7131,0
7245,4
11226,0
19662,0
29036,3 4
7574,4 7
17952,1 6
10942,0
25869,3 4 6
17568,2 7
10260,3
28285,4
9894,0 6
3587,2
15070,0
25796,3 4
1744,4 5
17205,4
14085,4 5
15013,4 6
26897,9
5477,3 4
11103,6 9
25295,7
24411,0
25512,6 8
11231,4 7
4207,1 6
21260,7
24031,4
23456,9
18424,4
17100,3
998,6 7
1193,6
9328,8
19521,2 6
27582,2
4990,1
24248,1
12898,1
19430,1 6
26808,7
1659,2 4
29118,6
9902,7 8
13091,0
20994,6 7
3954,2
21299,1
18246,4 5
3944,3
25174,6
4376,1 4 6
26884,6 7
16555,4 7
9553,4
10094,5
7771,4
25212,7
6977,4 6
27368,4 8
10131,4 6 8
13685,5
14662,1 6
10353,0 5
5669,4
734,4 7
11426,4 6
4199,8
15614,2 4
16695,2
20643,1 4
2541,2 4
2345,4 6
10928,8
18151,4
26975,6 7
28122,2 4 6 7
176,5
11631,4
5457,6
5143,5 6
15336,4
7654,4
19340,3 4
21388,4 7
9659,3
29360,4 6
20165,4 8
19734,3
19725,4
23081,4
1269,0 7
6106,4 6
20324,4
11896,6
5829,3 4 6
6875,7
18207,7
22272,6
3947,5
17458,6
9348,4 8
9829,4 8
25595,6 7
21592,1 6
9657,2 4
11266,3 7
21014,9
24718,4
9385,4 8
634,6
13538,6 7
7617,0 6
15241,6
411,7
24427,4
18373,1
13793,4
27164,4 6
22188,4 7
30980,1
4909,7 9
19026,2
6965,4 7
15405,1 4 6
26568,3
4091,0
11448,8
28344,2 4
25666,0 2
27309,2 6
4813,2 4
21604,2 6 7
16686,1
8563,1
20737,2
27760,0 2
22664,7
23804,4 7
28938,3 4 6 7
24289,4 5
27036,2 3 9
29213,4 6
3351,4
2597,4 6
15889,6
340,4 6
13827,1 6
13996,4 6
29268,0
18205,7
3162,4
10740,4 6
20306,3 6
3308,2 4
7003,4
6756,6
27572,0 7
28729,0
19272,4
19796,8
20134,0
15412,1 6
22522,2 4 8
6938,9
12500,1 4
22148,0
21808,3
2199,2
21591,4
13065,4 7
13875,2 6
8813,3 4
17983,7
11714,6
28620,4
13643,3 4
20936,5
15080,4 5
1113,4 7
25116,0
14646,8
8567,1
8900,6
7179,4
24611,0
14773,5 6
9787,1 6 7
11736,1 6
27719,3 7
30522,7
20592,0 4
25710,4 6
17386,6 7
12822,2
30056,4 6
3459,6
10863,9
6262,4
15547,4
23582,1 4 6
11451,4 6
16674,6
11721,0
6950,4 5
7894,2 4 6
23563,3
29427,8
3837,6
10188,9
30496,0
971,3
18942,0 4
21321,1
3436,7
2967,9
25098,2
17809,4 5
6630,3
19920,4
8576,0 1
24651,4 6
3406,4
8703,4
21340,4
2043,4 6
26743,1
16326,0
21571,7
6683,1 4
21541,9
22540,6
23437,7
2897,6 9
28989,4 6
20391,4
12006,4 6
23849,0
2574,4 6
15973,9
12087,1
17604,1
19780,0
17836,6
4763,3 8
21872,3 4 7
3094,4
18835,4 7
30710,4
23947,3 4 6
11610,4 7
22739,0 4
19935,1
19008,9
11017,1 7
10959,1 2 4
23022,3 4
2204,7
19643,4 6
25490,8
21033,4 6
8698,6
3762,6
24458,2
18823,4
21127,2 4 5
22608,2 4
23660,4 6
11565,2 4
830,2
12572,6
29699,6 9
14614,6
2931,6
28922,4
19784,4
4150,1 6
5247,4 7 8
4243,4
14654,4
13738,5 6
16184,3 4 6
273,4 6
2876,6
15932,3 4 5
29434,4
4330,4 7
11182,1
15275,9
7511,3
3533,4 6
7644,6
9526,7
29788,4 6
1560,6
13036,9
1615,4 7
27490,1
7612,6
20904,1 4
5651,4 5 6
30998,2 4 6
17979,1 4 6
18426,5 6
4998,1
16332,9
30436,1
12940,0 4
5811,4 8
30738,7
18238,3 4
11943,4
25695,6 8
891,4 6
17908,1
18799,3 4 6 7
11821,8
2022,0
3194,2
5681,4
29731,4 6
5573,7
24839,4 6
12899,2 4
20678,4 7
29973,1
8632,0 4 7
9086,3
6718,7
22993,4 6
2209,4
11191,1
20023,0 1 4
9286,2 4
12888,4 6
26175,4 6
16208,9
26459,9
14896,0 6
3769,1
2520,4
22316,4 6
22109,6
11570,2
472,4
24063,0 4
28317,7
10751,2 4 6 7
2335,7
24579,6
28443,3
28546,8
12127,4 6 7
10282,5 6
16754,4 7
2754,4 6
1955,6 7
24569,4
15400,6 7
11747,4
21310,5
7983,0
13953,6
30650,5
20882,5
16516,6 7
21369,3 4
559,0 4 5
18491,9
12315,4 5
12407,4 6
30779,3
8590,3 4 7
1635,2 4
6924,3 4
23995,4
10413,4
14863,6
23619,4 6
23976,2 4
28556,4 6
18685,9
11718,2
3296,4
12284,2 6
16198,4 8
9709,1 4
26751,4
6869,2 4
10748,4
1927,1 4
16778,4
26010,4
24898,4 7
28940,4
7741,6
19226,1 6
8987,1
26013,0
13714,9
29352,6
2722,4 7 8
24319,4
29527,4
13446,4
9401,1
17192,7
10207,3 9
30345,4 6
27900,7
17341,6
2014,3 4
24496,2 4
24445,2 4
18115,4
26627,4
17003,4 6
27259,1
17798,1 6
2805,3 4
7447,6
2839,4 6
9266,4
24018,7
18214,6
20021,8
26167,3 6
2762,4
22385,2
3715,2 7
21077,4
19384,1
1155,0 4
18962,2
22292,7
18856,7
20840,4 6 8
417,6 9
8270,6 9
30134,9
14629,8
21603,4
8924,4
15969,4 7 8
6415,0
8677,4 5
7926,4 5
14450,4 6
6731,0
22554,4 5
5443,8
23343,9
14017,4 6
25347,0
27427,4
13952,1
20355,0
2064,4 8
21180,3
3412,4 7
14983,4 6
2585,2
4331,4
24847,0
31040,8
12374,4
547,4 6
17118,3
9879,3 4
30543,4
10666,3 9
19393,8
3292,4
28088,3 4
701,3 4
14804,1 4
20948,2 7
19080,3 4
9538,7
13970,5
24433,1 6
30578,6
8907,4
12747,3
7576,1
22369,7
1733,1 3
27370,0
25718,4 5
17430,9
16393,4
21811,4
7516,0
3364,4
25916,0
30237,1
27724,4 7
3405,1
25327,6
161,2 6
23467,0 2 4
6234,2
17153,4
12845,0
24393,4
27346,4 6
14914,2 6
1202,2
10303,5
23326,3 6
27247,4 5 6
19584,4 8
14688,2
12140,4 6 8
15572,3
9059,4 7
15062,6 7
24643,0
19467,1 6
1401,4
15290,2 4
6634,6 9
23880,6
16893,4 7
3831,8
3803,4 7
18754,4
3564,5
29729,9
22729,6 7
8585,1 4
19574,4
27379,2
27239,5
9528,3
27168,0
25350,2
21637,6
19050,1
22772,6
10192,4
14691,2 6
7272,0
7180,2 4 6
11324,4 7
1223,4 6
14533,6
28358,0
27347,6
25073,6 7
24026,1 2 4
9022,9
19503,6 9
4336,4 8
12063,8
8312,4
8203,1 4
20146,9
15721,4
825,1
11563,0
28309,2 6
15447,7
16069,6 7
19622,4 6
25089,5
4653,4
15174,4 6
10701,3 4
217,7
2789,2 4
16585,4 6
20725,5
22719,2 6 7
16136,3
9703,7
18501,4
6614,3 4
30537,6
23576,9
1778,8
8838,0 4
26531,0 4 6
3155,2 4 6
912,2
8877,0
30997,7
19589,6 9
15852,4 6
16760,3
15662,9
25109,8 9
12383,3
27812,4 6
16643,4 8
12395,9
20607,7
30896,2 3 4
7716,5
23170,4
20775,2
23841,4
25727,6
11367,4 6
7859,4
21170,2 4
10014,6
25881,2 4
24919,6 8
6777,4 6
25311,4 6
9142,4
2821,4 6
14464,0
12175,7
9098,4
26133,4
19657,2
21,0 6 7
24120,9
17046,9
26972,2 4 6
4408,6
10337,4
19825,4 7
25253,2 4 6
8588,2
8283,0 4
1772,6
20570,7
29184,7
399,9
20516,2 4
18146,4 6
17762,7
2951,6 8
14393,9
26637,9
822,5
18908,2 4
3889,4
28367,3
7581,2
3432,2 4
27167,4
20202,1
14151,2 4
1478,0
20862,9
19516,0 2 4
20007,4 6
17863,4 5
9247,4
2119,5
20626,0
10200,4 6
4533,1 5
28598,9
24749,4 6
15086,1
12371,4 6
13416,2
28138,5
28834,0 9
22886,7
5962,6
14285,6
29838,6 8
23389,7
19944,4 6
5769,6 7
5206,4
20079,4 6
13072,3
18043,4 6
29692,6
28587,4
26509,4 8
11846,0
17971,2
13475,4
20991,6
23498,4
27546,0
25409,3
30322,4 6
19162,2 4 6
3805,3
10536,6
19220,6
15991,4
11866,6
27145,1
27696,7
13577,2 4
20690,5
26421,7
14162,6 7
23310,4 5 7
18216,6 9
23398,0
7342,8
20413,1 4
26678,0
24800,1 4
19474,4 6
8529,2 6
29787,5
17411,4
5227,1
10416,6
6936,8
24313,4 6
5401,3
9509,4 6
911,5
9734,2
24626,4
14697,9
30609,3
27131,9
1120,4
909,1 4 7
21601,9
30550,6
28799,7
23572,0
386,0
11719,7
9380,4 5
27033,1 4 6
21468,4
15711,2 4
7359,5
11990,4
29888,3 6
7062,4 6
29679,4
11675,3
22153,4 6
29529,6 7
29026,4 6
3179,4
29443,8
25115,6
5298,3 6
25999,6
15941,6
16033,1
29885,8
23623,3
22479,1
13322,7
12654,0
23889,3 6
29766,1 6
16802,2
4309,8
29498,8
22585,4 9
23842,4
20852,4 6
28900,8
10722,2
27729,4
28112,2 6
7438,1
12502,4 6
14259,6 7
18947,4 6
3054,7
10432,3 4
1776,3
12286,4
24804,4 7
15319,2
8857,1
15482,7
29875,4 7
18948,1
24819,2 4
6064,6 8
15896,4
23470,6
7758,4
17305,4 6
19256,7
22815,1
6846,1
28640,4
8807,5
16402,2
18722,0
27699,4
23814,0 4
23239,1 4
20847,4 7
21873,6
14791,4
21194,2 4
24009,6
21659,1
15593,4
14164,4
15255,1 7
17024,5
23348,5
25134,6
20581,6 8
6052,3
25686,4 5
14524,3 4
16833,2 6
3359,4 6
6273,2 4
21992,2 6
22387,2 7
18378,4 6
3485,9
7967,4
10716,8
18152,1
10124,6 7
19672,6 7
8128,2
13203,6 7
16888,0
6138,0
14826,1
22323,4
12002,6 7
146,4 7
10365,4 6
12613,6 9
6648,2 4 6
21305,6
30253,0 7
14262,6
28792,0
20770,3 6
3648,6 9
22708,4
26864,3
4413,0 6
7080,4
30454,2
28267,4 6
19647,3 4 6
28466,4
21500,4 5
23316,1 2 6
29088,6
15087,8
2403,2
11144,4 6
21886,3
28737,9
4177,4
20383,2 3 4
15076,6
11332,7
8264,4 6
14419,0
260,4
5159,5 7
19434,1 6
20206,3
9893,6
15093,1
7841,4 9
24760,0 6
8245,6
8406,4 7
17715,1 4
3129,3
7542,4 6 7
23177,2
17108,1 4
17539,1 4 6
25594,4
21302,4 7
24559,2 4 7
15042,3 4
27570,9
21226,4
8587,6
2605,4
30459,5 6
10875,4 7
952,6
25758,6
21707,4
26562,9
15196,1 6
28082,4 6
26276,4 6
29486,2 6
1255,4 6
10455,5
5964,3 7 9
12271,0
28430,3
18327,4 6
14292,4
3293,4 6
2114,0 4
11979,4
11430,2
14758,1 4
1544,0 4
1346,2 9
4568,4 6
6946,3
4872,2
23168,6
7174,9
18264,7
19442,6
29576,2 4
25741,4
23754,0
2550,5
28919,6
4030,0
6275,0
19983,0 4 6
26292,1
12342,6
201,5
27062,3
27569,4 6
8144,4 5 6
23163,6 9
28139,4 6
21669,6
1538,2
20393,1
4096,4 6
21296,3 4
20473,4
20091,6 8
16025,4
7992,4
